id,tweet_label,tweet,entity,ent_label
1996399755,4,"Back in Sydney. *Hugs*, Everyone ",sydney,2
1983327391,4,@Dannymcfly heyhey  and they love youuu! hahahaha! having a good time over in brazil then?,brazil,2
2049441872,4,"@thedebbyryan debby *-* hi, i'm carol from brazil, and i love you so much *-* please reply me ",brazil,2
2071912718,4,YAY!!!! LAKERS WIN ,lakers,4
1795134329,4,Raining Thursday in Brazil!!! And My mom's Birthay...  That woman is a warrior... Have a great day everyone!,brazil,2
1977850385,0,"aww i feel bad for lebron, he tried so hard but he has no other help on his team  he's still king james!",lebron,4
1827447082,0,@LeoWolfe PS. I was just trying to talk to you on facebook but you ignored me! ,facebook,2
2051434163,4,@KVAY2K  Hope you  are having a wonderful night.   I will be up again all night.  Sent you a message on YOUTUBE.  ,youtube,2
1832129583,0,@ZacBriley ouch harsh lol well then just reply to me on facebook? or dont even talk too me ,facebook,2
2052150181,0,"The PSP lineup for '09 is looking pretty solid, i might have to pick one up... But the Go is too far away ",psp,4
2061248584,4,@Oprah Phylicia Rashad is my idol...I dream of meeting her.  I love you too Oprah... ,oprah,4
1754626682,4,@jcutaia day 3 of mcdonalds breakfast &amp,mcdonalds,2
2067415918,4,w00t w00t! momz talks of possible goin' back to texas de brazil 4 another multi-celebration some time soon ,brazil,2
1565295599,4,Had my first Iced Carmel Macchiato from Starbucks this year today!! Then got to enjoy the sun and have class outside in the garden! ,starbucks,4
1983951192,4,@mileycyrus i voted for you! i hope u win!!!! and Taylor Swift too!!! ,taylor_swift,4
1881826639,4,@NYFab Happy graduations!  Say hi to Obama for us!!  (he's a bowler),obama,4
2055370237,4,England winning by 2 goals to nil right now ,england,4
1980541295,4,I want to meet Kevin Jonas in person. and Coco Martin. and Taylor Swift. ,coco_martin,4
1980541295,4,I want to meet Kevin Jonas in person. and Coco Martin. and Taylor Swift. ,taylor_swift,4
2072208051,4,@TDLQ Well it was just so so close the whole time! But at least they pulled it out! WOOT LAKERS! ,lakers,4
1467862887,4,can't wait for vegas ,vegas,4
2068629370,4,"LOL LOL if you're looking for good laugh, check out the homie @astronautKI facebook page ",facebook,2
2049421986,4,@MichaelNi Trader Joe's is one of my favorite things about Seattle. ,seattle,4
2049421986,4,@MichaelNi Trader Joe's is one of my favorite things about Seattle. ,trader_joe,4
1974445398,4,@eliizabetty maybe we will meet there. i want to go and study in london/england too ,england,4
1974445398,4,@eliizabetty maybe we will meet there. i want to go and study in london/england too ,london,4
1972721386,4,"@DebbieFletcher I saw them on Oprah the other day, they are really good! ",oprah,2
2013966241,0,"@praxxis To each their own though - I'll stick to PC/XBox360 gaming, Wii makes me sad these days ",wii,0
1975884713,0,Still on youtube and board ,youtube,2
1467970648,0,Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper ,ipod,2
1548753352,4,@oprah welcome to twitter! ,oprah,2
1548753352,4,@oprah welcome to twitter! ,twitter,2
1978439793,4,Does anyone else really really LOVE the Lakers? ,lakers,4
2051673257,0,@tommcfly Why we didnt have meet and greet in Brazil? The videos in argentina are making me so sad  It isnt fair..,brazil,2
1881680448,0,"@syamira723  i really wanna watch that, but my dad is watching oprah! ",oprah,2
1835296378,0,Lol! watched csi today! it was the one with taylor swift!! but she died.. sad ,taylor_swift,2
2051279917,4,"i cant get over Taylor swift songs, repeated day and long. She's so awesome! ",taylor_swift,4
1933062571,0,@imraw88 Lebron is just the next Dominique Wilkins with the rate his teams are performing in the playoffs....or worse next Ewing...sad ,dominique_wilkins,0
1933062571,0,@imraw88 Lebron is just the next Dominique Wilkins with the rate his teams are performing in the playoffs....or worse next Ewing...sad ,lebron,0
1467972594,4,Monsters Vs Aliens in 3D was fantastic ... Ginormica is my new favourite superhero ,ginormica,4
1972182044,0,"why do i wake up at 7 oclock in vegas? also, details of the middle of my day are missing ",vegas,2
2065164008,0,Maybe a long shower will make me feel better  Ugh. I fucking hate America's health care system. We need to be like England!,england,6
1555867833,0,Back from Cleveland!  Miss it already    Listened to Lauren sing the whole 3 hour drive back home- felt like Gayle and Oprah on a roadtrip,oprah,6
1881503086,4,new music videos today in my YouTube Channel. thanks and please subscribe.  lol. http://bit.ly/17NsuD,youtube,2
1548913015,4,"@divabat Hahahaaaaa! I'd like to meet your Mum someday, and talk about Oprah with her, Her likes and Dislikes, and here her opinion on it ",oprah,2
1966963559,4,off to shipmates to watch the laker game  lets go lakers!!!,lakers,4
1792073381,4,Obama was awesome at my graduation tonight! What a hunk ,obama,4
1833546355,4,"Left home this morning without my iPhone. Spent an ENTIRE day outdoors without cell, Internet, texts, etc. It was AWESOME! ",iphone,2
1982720485,4,"I'm looking some videos of McFly in Brazil, always awsome ",brazil,2
2053125094,0,whywhywhy do Rookie Of The Year not come to England  someone send them lots of money so I can see them...,england,2
2063945847,0,thinks: ceiling lights + ceiling fan = bad = flickering shadows = headache ,headache,0
1968000023,4,Lakers are going to the finals baby!  I  heart my boyfriend ,lakers,4
1677249264,0,"Ooh snap Vegas, the real City-City @babyscratch that's where I need to be. Your in Paradise Mamma WTF am I doing in Rotterdam ",vegas,6
2013925793,4,"also, SOOOOO excited to see Taylor Swift, in Omaha, August 9th!! ",omaha,4
2013925793,4,"also, SOOOOO excited to see Taylor Swift, in Omaha, August 9th!! ",taylor_swift,4
1989086714,4,new video on youtube   YAYY   its shuffling though~ not singing xDD   a video for that is comin right up ,youtube,2
2046309947,4,Waking up in Vegas - Katy Perry  i like this song ,katy_perry,4
2046309947,4,Waking up in Vegas - Katy Perry  i like this song ,vegas,4
1467841957,4,@suitelifeofkell that's freakin' cooool   i love twitter .haha,twitter,4
2001224053,4," I cheer myself up when I'm down by listening to my playlist called, Genius: Ballads and Cellos. I love my iPod and my taste of music.",ipod,4
1956055893,4,So they pulled it off? Congrats to the Cavs. I know Usher is happy. ,cavs,4
1956055893,4,So they pulled it off? Congrats to the Cavs. I know Usher is happy. ,usher,4
1964680220,0,iPod touch = brick.  ,ipod,0
1999628521,4,@athena422 Right on...I saw 'Ryche in Vegas at the end of April and they were awesome as usual ,vegas,2
2049595198,0,chillin re-watching INSIDE THE OBAMA WHITE HOUSE...I love our Pres and his family ,obama,2
1957671816,4,"@noahbeaar Hi Noah! Omgsh I Think Your So Cute, You Look Like Miley  Awwww! How Are Youu? Im 14 &amp",london,2
1978479814,4,@AlexAllTimeLow i have a house boat in seattle you could all get wasted on next time youre here...can hols 100 people ,seattle,2
2058175875,0,So sad. It was right after I used to live in Northest Brazil. Luto. ,brazil,2
1881502097,0,Doing nothing in math so I'm listening to my iPod and trying to find a game to play on my iPhone... very unsuccessful so far ,ipod,2
1693434000,0,has the worst sinus headache ,headache,0
1961550160,4,@egodbois  it's good to see you here as well on our facebook! Thanks for being a fan ,facebook,2
2057350304,0,"@Jonasbrothers Hey guys, what happened to your YouTube account!?  It says it's suspended.",youtube,2
1992646565,4,"@guardiantech sounds great  can't wait for E3 and the WWDC. New iPhone and PSP Go, possible new Xbox (wishful thinking)",iphone,4
1992646565,4,"@guardiantech sounds great  can't wait for E3 and the WWDC. New iPhone and PSP Go, possible new Xbox (wishful thinking)",psp,4
1992646565,4,"@guardiantech sounds great  can't wait for E3 and the WWDC. New iPhone and PSP Go, possible new Xbox (wishful thinking)",xbox,4
1468013773,0,Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night ,headache,0
1998326748,0,Going to starbucks to study. I hate finals week ,starbucks,2
1792614584,4,@shaycarl I'm watching your videos in youtube  you are so funny!! ),youtube,2
1679862917,0,"Hello Twitters! Sorry I've been MIA, sitting @ the airport in Rome, getting ready  to leave  for London!  I'm so going to miss it here!",london,6
1880996664,0,has a major headache  Beer....,headache,0
1914415450,0,I'm soooo hungry!!! And all I see is McDonalds.   I guess I'll be having a Two Cheeseburger meal for lunch.,mcdonalds,0
1956038401,4,on youtube trying to find some good videos to see ,youtube,2
1467952978,4,"I was watching Pride and Prejudice, one of the  best movies ever, I love this movie! and the book too ",pride_and_prejudice,4
2044381800,4,"In sunny Sunderland for a wedding. Out tonight, England match tomorrow and wedding itself Sunday. Wedding in haunted house ",england,2
2016419059,4,@jonasnessica heyy sweets!! I started reading your fanfic! It's awesome so far  ignre what I wrote on YouTube ,youtube,2
1976998437,0,....wow the CAVS are sleeping ! I hate these blowout games ,cavs,0
2053389358,4,i enjoyed shopping with my mam  i really cant wait till london &lt,london,4
1752645090,4,Woo CAVS.  Happy Mother's Day! ,cavs,4
1559610929,4,I love my new tiny cute little iPod! Thank you @Santino_gq! Xoxoxox!!! ,ipod,4
1548284923,4,"Jasmine Tea, New iPod, Girls Next Door, Anchorman, dinner in the oven, clean teeth, puppy asleep next to me, the weekend. Oh so good! ",ipod,4
1548284923,4,"Jasmine Tea, New iPod, Girls Next Door, Anchorman, dinner in the oven, clean teeth, puppy asleep next to me, the weekend. Oh so good! ",jasmine_tea,4
1970571836,4,using my new app p-twit for psp and i love it! snitter and p-twit are the best! go and try it yourself.. ,psp,4
2065575019,4,"@iamjonathancook Good morning Jonathan  its 1:51am in Sydney having midnight snacks...stupid time difference,u couldve joined me!haha xx",sydney,2
1467916733,4,tweeting from my brand new Sony PSP... just because I CAN!!  ,psp,4
2055696526,4,http://twitpic.com/6r413 - On the way to Vegas ,vegas,4
1548782491,4,"@Oprah Good nite Oprah, good show today ",oprah,4
1687934386,4,Seattle is sunny atm.   Need to go take advantage of it before it rains again.   I'm outta here for a bit..   ,seattle,4
1750966058,4,Eatin nachos watchin the game.!  all i gOtta say is LebrOn is a Beast. ! dO anybOdy feel me.? ,lebron,4
1977054570,4,Lakers and Orlando on NBA Finals! Woohoo! Sorry guys.. but your Nuggets &amp,cavs,6
1977054570,4,Lakers and Orlando on NBA Finals! Woohoo! Sorry guys.. but your Nuggets &amp,lakers,6
2039871022,4,its amazing how a starbucks caramel frappucino can relieve stress..itz seriously an exordianry drink..am feelin much the better now! ,starbucks,4
2055744955,4,It's all over and England are the winners with 4 goals to 0. Roll on Wednesday when I can actually watch on terrestrial TV ,england,4
1971423004,4,@ddlovato yesterday &quot,brazil,2
1961789152,4,"@markhoppus  hey mark!!  so glad to see you guys all back together   seen youse when you played newcastle arena , england, great show!! ",england,2
1976387605,0,My head hurts. I had a fever last night. ,fever,0
1982142061,0,I am... So Pissed off @ that game last night!... Damn It LeBron!... ,lebron,0
1956615531,0,Damn Cavs won!!   Ready for the Lakers tomorrow!!!,cavs,2
1956615531,0,Damn Cavs won!!   Ready for the Lakers tomorrow!!!,lakers,2
2052859663,0,@JoDunbarxx back to standard old rainy England ,england,0
2072263639,0,has a headache ,headache,0
2050611170,0,@lakersnation LOL. I can't DM you about the tix if you're not following me.  Silly twitter!,twitter,0
1989089771,0,@LariiTran OMG!! Where's the trailer? I can't find it on youtube. ,youtube,2
1977809487,0,You can call me a HATER but..... The CAVS SUCK! ,cavs,0
1880124549,0,Hungover headache today  got paid today = more drinking tonite on the + side I lost 2 more pounds on the diet... Hope today's quiet @ work,headache,0
2070419949,0,"@tommcfly Tooom, come back to Brazil ",brazil,2
1793721822,0,headache  i still wait my DVD... I need McFly!!!,headache,0
1753218689,0,"@Dezz_MCR I don't like England at all, it's boring, crap and my accent sucks majorly ",england,0
2069207739,0,i want my mom to come home so she can get mcdonalds for me  i am starving,mcdonalds,4
1880913179,0,@JonasAustralia absolutely nothing. like watching JONAS on youtube and homework ,youtube,2
1976545020,0,"Watching the Cavs game, I was looking for a game 7, but I guess not ",cavs,2
2242129321,0,#inaperfectworld i would have enough money to buy tickets for the jonas brothers and taylor swift concerts ,jonas_brothers,4
1467836448,0,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,facebook,2
2003279989,0,Disappointed!  Lebron James is a sore loser! &quot,lebron,0
2003279989,0,Disappointed!  Lebron James is a sore loser! &quot,lebron_james,0
1998779058,0,Too worked up and excited. Must focus on a theoretical proposal on a stem-cell based pancreatic cancer therapy. Pancreatic cancer sucks ,cancer,0
1998779058,0,Too worked up and excited. Must focus on a theoretical proposal on a stem-cell based pancreatic cancer therapy. Pancreatic cancer sucks ,pancreatic_cancer,0
1997005456,0,i went to my room 2 hours ago to study for my econ exam tomorrow. but all i ended up doing was watching an epi of oprah and taking a nap. ,oprah,2
1957218733,0,@lizhodgins I heard your moving to Sydney next year im not happy ,sydney,2
2001391448,0,did ALL our work in one day and now im paying for it with one hellofa headache  My man went to get McDonalds for dinner so i dont cook xxo,headache,6
2001391448,0,did ALL our work in one day and now im paying for it with one hellofa headache  My man went to get McDonalds for dinner so i dont cook xxo,mcdonalds,6
2060274119,0,@ricochetsrapid sorry buddy... I haven't been on facebook  hope things get better,facebook,2
1754791457,0,still has a killer headache. I thought it would be gone by now. ,headache,0
2017349908,0,"@tommcfly I already miss you guys! One day you will come back to Brazil, won't you? ",brazil,2
1825767597,0,Whats the weather doing in Wimbledon (London)? I see there is tennis action at 3.30 on BBC2 Don't say it's raining there too ,london,2
1675960197,0,I feel feverish: sweaty and shivery. fever is a symptom of piggy flu. noooo ,flu,0
1573610333,0,@CannonGod My Hay Fever is awful already. Nipping into the village later and get myself some Piriton. ,fever,0
1985162535,0,"I just woke up, thanks to my friend screaming in my house..been in bed w a freakin headache. ",headache,0
2039823668,0,please don't eat VEAL people. just saw a video of how calves are reared then slaughtered on oprah - so sad for the poor baby cows ,oprah,2
1556133069,0,Is never going to eat McDonalds again! They have ruined the humble junior burger with pepper  and now it tastes like crap,mcdonalds,0
1557079900,0,is up and has a bad headache ,headache,0
1965880541,0,@amalah I am very jealous.  I was supposed to go see it in Seattle with a friend this summer but she had to bail out because of work ,seattle,2
2058876465,0,@jonasbrothers http://twitpic.com/6q1om - OMG the Jonas´s youtube page is closed now      why?,youtube,2
1978762021,0,"#Cavs lost, Lebron may be the king but he needs more help from his people!  worst day ever.",cavs,4
1978762021,0,"#Cavs lost, Lebron may be the king but he needs more help from his people!  worst day ever.",lebron,4
1753038233,0,@_despina my friend took off the obama pin and lit it on fire ,obama,2
1971382920,0,@LesleyLambert I'm hurting for a java   home brew or starbucks?,starbucks,2
1975168530,0, the closest BGT tour is Cardiff or London dam it why doesnt anybody other than the Chuckle Brothers tour the Westcountry?,london,2
1973328639,0,so sad my bb is dead  I want it to live again.. Vegas anyone?,vegas,2
1990302335,0,"just poured a glass of wine.Was waiting for pizza from our old friend in sydney but have just been told it's not happening,I miss mario's ",sydney,6
1963497979,0,In Seattle Washington....im SOOOOO hungry&amp,seattle,6
1824344171,0,#3turnoffwords &quot,lakers,0
1997887403,0,My little man has the fever virus   ,fever,0
1964226896,0,"@MrJRGregory Im 20 - believe me, I've tried! I'm just too ginger! Freckles join up on my face - that's it!  get it out a bottle cancer ...",cancer,0
1989865653,0,"In Sydney, three hours into my journey. Bored and cheia de saudades. Bah ",sydney,2
1972116103,0,carnt belive getaway plan had there last show in sydney and i wasnt allowed to go  ima so sad,sydney,2
1996993583,0,I'm getting a headache. ,headache,0
1882473775,0,trying to accept the fact that I cannot walk the Weekend To End Breast Cancer this year   This is a hard reality for me...,cancer,0
1967820975,0,"I dnt think this is a happy birthday fa my baby Melo  lol oh well , I'm ready to see this Lakers/Cavs match-up!!",cavs,2
1967820975,0,"I dnt think this is a happy birthday fa my baby Melo  lol oh well , I'm ready to see this Lakers/Cavs match-up!!",lakers,2
1964380163,0,My flip flop just broke...walking in downtown seattle ,seattle,2
1977858778,0,PSP Go... slightly disappointing! ,psp,0
2008998013,0,"My Arm, leg, back and stomach burns just went tan...my forehead burn however, is red and sore and now I have a headache ",headache,0
1882381300,0,@Lisa_Sparxxx whats with the Lakers and buttery fingers in the last minute? The really pissed me off ,lakers,0
2053955692,0,"Just had a horrible message left on one of my YouTube videos, just when I was starting to feel better ",youtube,2
1973331663,4,More songs on my iPod. Love it! ,ipod,4
2001431115,0,"goodmorning, my hay fever is acting up again.. bluhhh ",fever,0
2017351033,0,@LittleLiverbird DAM it was to cure your hiccups...altho I feel slightly guilty....... type in scary maze game into youtube! SORRRRY ,youtube,2
1969265862,4,http://bit.ly/16BoLQ  FTSK's version of Taylor Swift's LOVE STORY )) love it! I love them both! ,taylor_swift,4
1967006036,4,yay verizon might get an iphone ,iphone,4
1967006036,4,yay verizon might get an iphone ,verizon,4
2064155440,0,last nite i found out my sis in law has cirvical cancer ,cancer,0
1467901421,0,The Super Red Diva !!!  Stupid University ,university,0
1572845018,4,@LanceGross lakers all day everyday!!!!! ,lakers,4
2065299856,4,Starbucks! The best way to start the morning ,starbucks,4
1676934282,0,"Just got home from work a little bit ago! Too busy to twitter, lately.  Work isn't as much fun when everyone's in Vegas but you!",twitter,2
1676934282,0,"Just got home from work a little bit ago! Too busy to twitter, lately.  Work isn't as much fun when everyone's in Vegas but you!",vegas,2
1993645229,4,Listening to Beatles songs on Pandora  so get hyped up for Beatles Rock Band #xboxE3,beatles,4
