id,tokens_pos,label
1755405128,"[('Allergies', 'NNS'), ('sucks', 'VBZ'), ('sometimes', 'RB'), ('.', '.'), ('Theres', 'VBZ'), ('a', 'DT'), ('super', 'JJ'), ('adorable', 'JJ'), ('9', 'CD'), ('month', 'NN'), ('old', 'JJ'), ('beagle', 'NN'), ('named', 'VBN'), ('Sydney', 'NNP'), ('hanging', 'VBG'), ('out', 'RP'), ('with', 'IN'), ('my', 'PRP$'), ('roomie', 'NN'), ('and', 'CC'), ('his', 'PRP$'), ('friend', 'NN'), ('.', '.'), (""Can't"", 'NNP'), ('pet', 'NN'), ('.', '.')]",0
1966205498,"[('has', 'VBZ'), ('a', 'DT'), ('broken', 'VBN'), ('iphone', 'NN')]",0
2206224118,"[('Line', 'NN'), ('at', 'IN'), ('McDonalds', 'NNP'), ('was', 'VBD'), ('too', 'RB'), ('long', 'RB'), ('so', 'RB'), ('I', 'PRP'), (""can't"", 'VBP'), ('get', 'VB'), ('my', 'PRP$'), ('sausage', 'NN'), ('biscuit', 'NN'), ('on', 'IN')]",0
1687790990,"[('there', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('virus', 'NN'), ('going', 'VBG'), ('around', 'IN'), ('congestion', 'NN'), (',', ','), ('throw', 'VB'), ('up', 'RP'), (',', ','), ('&', 'CC'), ('amp', 'NN')]",0
1963812485,"[('I', 'PRP'), ('scratched', 'VBD'), ('my', 'PRP$'), ('iPod', 'NN')]",0
1467844505,"[('I', 'PRP'), (""don't"", 'VBP'), ('understand', 'JJ'), ('...', ':'), ('I', 'PRP'), ('really', 'RB'), (""don't"", 'VB')]",0
2258491381,"[('is', 'VBZ'), ('our', 'PRP$'), ('hero', 'NN'), ('too', 'RB'), ('!', '.'), ('Love', 'VB'), ('her', 'PRP$'), ('!', '.'), ('Wanna', 'NNP'), ('go', 'VBP'), ('see', 'VB'), ('her', 'PRP$'), ('in', 'IN'), ('Brisvegas', 'NNP'), ('again', 'RB'), ('but', 'CC'), ('sadly', 'RB'), ('my', 'PRP$'), ('bank', 'NN'), ('balance', 'NN'), ('wont', 'JJ'), ('let', 'VB'), ('me', 'PRP')]",0
1468039375,"[('I', 'PRP'), ('hate', 'VBP'), ('the', 'DT'), ('fact', 'NN'), ('that', 'IN'), (""I'm"", 'NNP'), ('genuinely', 'RB'), ('excited', 'VBD'), ('about', 'IN'), ('my', 'PRP$'), ('last', 'JJ'), ('tweet', 'NN')]",0
2212063772,"[(""Tula's"", 'NNP'), ('sick', 'NN'), ('!', '.'), ('Nausious', 'NNP'), (',', ','), ('Nasal', 'NNP'), ('congestion', 'NN'), (',', ','), ('headache', 'NN'), (',', ','), ('bodyaches', 'NNS'), ('and', 'CC'), ('my', 'PRP$'), ('nose', 'NN'), ('is', 'VBZ'), ('running', 'VBG'), ('a', 'DT'), ('marathon', 'NN'), ('.', '.'), ('Theraflu', 'NNP'), ('please', 'NN'), ('help', 'NN')]",0
1557163971,"[('Hayfever', 'NNP'), ('time', 'NN'), ('not', 'RB'), ('good', 'JJ'), ('!', '.')]",0
1975133437,"[('I', 'PRP'), ('wish', 'VBP'), ('diversity', 'NN'), ('was', 'VBD'), ('like', 'IN'), ('one', 'CD'), ('of', 'IN'), ('those', 'DT'), ('musicians', 'NNS'), ('with', 'IN'), ('loads', 'NNS'), ('of', 'IN'), ('stuff', 'NN'), ('on', 'IN'), ('YouTube', 'NNP'), (',', ','), ('but', 'CC'), ('no', 'DT'), ('#bgt', 'NN')]",0
1932575931,"[('Oh', 'UH'), ('No', 'DT'), ('-', ':'), ('the', 'DT'), ('Cavs', 'NNP'), ('lost', 'VBD'), ('game', 'NN'), ('4', 'CD'), ('Cavs', 'NNP'), ('are', 'VBP'), ('1', 'CD'), ('loss', 'NN'), ('away', 'RB'), ('from', 'IN'), ('triggering', 'VBG'), ('a', 'DT'), ('nuclear', 'JJ'), ('event', 'NN'), ('that', 'WDT'), ('would', 'MD'), ('make', 'VB'), ('the', 'DT'), ('hadron', 'NN'), ('look', 'NN'), ('like', 'IN'), ('tiddlywinks', 'NNS'), (',', ','), (',', ',')]",0
1467899025,"[('still', 'RB'), ('sick', 'JJ'), ('.', '.'), ('feeling', 'VBG'), ('a', 'DT'), ('bit', 'NN'), ('better', 'RBR'), (',', ','), ('got', 'VBD'), ('some', 'DT'), ('new', 'JJ'), ('medicine', 'NN'), ('...', ':'), ('hope', 'VBP'), ('I', 'PRP'), ('feel', 'VBP'), ('good', 'JJ'), ('after', 'IN'), ('a', 'DT'), ('night', 'NN'), ('of', 'IN'), ('sleep', 'NN'), ('.', '.'), ('ohh', 'NN'), (',', ','), ('and', 'CC'), (""it's"", 'RB'), ('suppose', 'VB'), ('to', 'TO'), ('snow', 'VB'), ('!', '.'), ('WTF', 'UH'), ('!', '.')]",0
2324113552,"[('worked', 'VBN'), ('on', 'IN'), ('5', 'CD'), ('bone', 'NN'), ('marrow', 'NN'), ('cases', 'NNS'), ('today', 'NN'), ('!', '.'), ('All', 'DT'), ('+', 'NN'), ('for', 'IN'), ('cancer', 'NN'), ('!', '.')]",0
1468042132,"[('It', 'PRP'), ('was', 'VBD'), ('a', 'DT'), ('sleepless', 'NN'), ('night', 'NN')]",0
1467985185,"[('ugh', 'NN'), (',', ','), (""that's"", 'NN'), ('disconcerting', 'NN')]",0
1980282216,"[('forgot', 'NN'), ('about', 'IN'), ('my', 'PRP$'), ('english', 'JJ'), ('coursework', 'NN'), ('&', 'CC'), ('amp', 'NN')]",0
2179698078,"[('too', 'RB'), ('bad', 'JJ'), (""it's"", 'NN'), ('in', 'IN'), ('seattle', 'JJ'), ('..', 'NN')]",0
1467985259,"[('MY', 'PRP$'), ('TWEETS', 'NNP'), ('ARENT', 'NNP'), ('GOING', 'NNP'), ('THROUGH', 'IN')]",0
2299794306,"[('439', 'CD'), ('calories', 'NNS')]",0
1695998263,"[('that', 'WDT'), ('reminds', 'VBZ'), ('me', 'PRP'), ('of', 'IN'), ('a', 'DT'), ('bit', 'NN'), ('howard', 'JJ'), ('stern', 'NN'), ('did', 'VBD'), ('back', 'RB'), ('in', 'IN'), ('the', 'DT'), ('day', 'NN'), ('about', 'IN'), ('oprah', 'NN'), ('eating', 'VBG'), ('a', 'DT'), ('lot', 'NN'), ('.', '.'), ('i', 'JJ'), ('wish', 'VBP'), ('i', 'NN'), ('could', 'MD'), ('find', 'VB'), ('it', 'PRP'), ('on', 'IN'), ('the', 'DT'), ('net', 'NN'), ('.', '.')]",0
2175909248,"[('Is', 'VBZ'), ('wondering', 'VBG'), ('why', 'WRB'), (""it's"", 'NN'), ('always', 'RB'), ('warm', 'VBD'), ('when', 'WRB'), ('she', 'PRP'), ('leaves', 'VBZ'), ('London', 'NNP'), ('in', 'IN'), ('the', 'DT'), ('morning', 'NN'), ('&', 'CC'), ('amp', 'NN')]",0
1467932979,"[('oh', 'VBZ'), ('no', 'DT'), ('hope', 'NN'), (""you're"", 'RB'), ('not', 'RB'), ('getting', 'VBG'), ('sick', 'JJ'), ('too', 'RB'), ('!', '.')]",0
1468036579,"[('sayyyy', 'NN'), ('whaaaa', 'NN'), ('?', '.'), ('I', 'PRP'), (""wasn't"", 'VBP'), ('invited', 'VBD'), ('...', ':')]",0
1467913111,"[('#', '#'), ('3', 'CD'), ('woke', 'VBD'), ('up', 'RB'), ('and', 'CC'), ('was', 'VBD'), ('having', 'VBG'), ('an', 'DT'), ('accident', 'NN'), ('-', ':'), ('&', 'CC'), ('quot', 'VB')]",0
1980105719,"[('Have', 'VBP'), ('2', 'CD'), ('-', ':'), ('Angel', 'NN'), ('is', 'VBZ'), ('our', 'PRP$'), ('old', 'JJ'), ('gal', 'NN'), (',', ','), ('nearly', 'RB'), ('11', 'CD'), ('and', 'CC'), ('Sadie', 'NNP'), ('is', 'VBZ'), ('her', 'PRP$'), ('daughter', 'NN'), ('.', '.'), (""Angel's"", 'NNP'), ('age', 'NN'), ('catching', 'VBG'), ('up', 'RP'), ('2', 'CD'), ('her-cancer', 'NN'), (',', ','), ('joint', 'JJ'), ('failure', 'NN')]",0
1556068472,"[('Hmm', 'NNP'), ('im', 'VBZ'), ('usually', 'RB'), ('dead', 'JJ'), ('rite', 'NN'), ('now', 'RB'), ('...', ':'), ('ugh', 'JJ'), ('skool', 'NN'), ('monday', 'NN'), ('..', 'VBZ'), ('no', 'DT'), ('more', 'RBR'), ('oprah', 'JJ'), ('ellen', 'NN'), ('or', 'CC'), ('kathie', 'VB'), ('lee', 'NN'), ('and', 'CC'), ('hoda', 'NN'), ('i', 'VBP'), ('wish', 'JJ'), ('u', 'JJ'), ('went', 'VBD'), ('to', 'TO'), ('skool', 'VB'), ('for', 'IN'), ('a', 'DT'), ('millisecond', 'NN'), ('!', '.'), ('!', '.')]",0
2252521888,"[('I', 'PRP'), ('have', 'VBP'), ('had', 'VBD'), ('a', 'DT'), ('102', 'CD'), ('.', '.'), ('Fever', 'NNP'), ('all', 'DT'), ('night', 'NN'), ('.', '.')]",0
2063299796,"[('Who', 'WP'), ('invented', 'VBD'), ('hayfever', 'NN'), ('?', '.')]",0
1989549312,"[('Wishing', 'VBG'), ('the', 'DT'), ('Cavs', 'NNP'), ('were', 'VBD'), ('in', 'IN'), ('the', 'DT'), ('NBA', 'NNP'), ('Finals', 'NNS'), ('...', ':'), ('we', 'PRP'), ('just', 'RB'), (""can't"", 'VBP'), ('let', 'VB'), ('it', 'PRP'), ('go', 'VB')]",0
1468031439,"[('I', 'PRP'), ('sure', 'VBP'), ('wish', 'JJ'), ('I', 'PRP'), ('could', 'MD'), ('go', 'VB'), ('with', 'IN'), ('you', 'PRP'), ('guys', 'VBP'), ('tmrw', 'JJ'), ('.', '.'), ('But', 'CC'), ('as', 'IN'), ('per', 'IN'), ('usual', 'JJ'), (',', ','), ('school', 'NN'), ('interferes', 'NNS'), ('.', '.')]",0
2202091896,"[('hiya', 'VB'), ('how', 'WRB'), ('r', 'NN'), ('u', 'RB'), ('?', '.'), ('shame', 'NN'), ('i', 'NN'), ('missed', 'VBD'), ('u', 'JJ'), ('in', 'IN'), ('Sydney', 'NNP'), ('.', '.'), ('i', 'NN'), ('was', 'VBD'), ('sick', 'JJ'), ('.', '.'), ('i', 'VB'), ('heard', 'VBP'), ('yall', 'DT'), ('rocked', 'VBD'), ('!', '.'), ('!', '.'), ('!', '.'), ('i', 'NN'), ('missed', 'VBD'), ('the', 'DT'), ('a', 'DT'), ('/', 'NNP'), ('party', 'NN'), ('2', 'CD'), ('which', 'WDT'), ('i', 'NN'), ('was', 'VBD'), ('invited', 'VBN'), ('to', 'TO')]",0
2200029856,"[('#haveyouever', 'RB'), ('wished', 'VBN'), ('microsoft', 'RB'), ('never', 'RB'), ('had', 'VBD'), ('to', 'TO'), ('update', 'VB'), ('xbox', 'NNP'), ('live', 'VB'), ('?', '.'), (""i'm"", 'NNS'), ('so', 'IN'), ('sad', 'JJ'), ('i', 'NN'), (""can't"", 'VBP'), ('play', 'VB'), ('cod', 'JJ'), ('4', 'CD'), ('live', 'NN'), ('.', '.')]",0
1467876133,"[('has', 'VBZ'), ('lost', 'VBN'), ('his', 'PRP$'), ('ring', 'NN'), ('.', '.'), (""It's"", 'NNP'), ('no-where', 'JJ'), ('to', 'TO'), ('be', 'VB'), ('seen', 'VBN')]",0
2206892331,"[('Trying', 'VBG'), ('to', 'TO'), ('set', 'VB'), ('up', 'RP'), ('Xbox', 'NNP'), ('Live', 'NNP'), ('and', 'CC'), ('failing', 'VBG'), ('tremendously', 'RB'), ('...', ':'), ('brain', 'NN'), ('ache', 'NN')]",0
1882993898,"[('.', '.'), ('U', 'NNP'), ('should', 'MD'), ('have', 'VB'), ('told', 'VBN'), ('her', 'PRP$'), ('and', 'CC'), ('that', 'IN'), ('voice', 'NN'), ('box', 'NN'), ('gone', 'VBN'), ('b', 'RB'), ('bad', 'JJ'), ('2', 'CD'), ('if', 'IN'), ('ur', 'JJ'), ('ass', 'NN'), ('keep', 'VB'), ('on', 'IN'), ('smokin', 'JJ'), ('them', 'PRP'), ('cancer', 'NN'), ('sticks', 'NNS'), ('lol', 'VBP')]",0
1759089904,"[('awhh', 'NN'), ('.', '.'), ('going', 'VBG'), ('home', 'NN'), ('from', 'IN'), ('Vegas', 'NNP'), ('.', '.'), ("":'("", 'NN'), ('but', 'CC'), ('im', 'NN'), ('going', 'VBG'), ('back', 'RB'), ('in', 'IN'), ('June', 'NNP')]",0
2238285997,"[('i', 'NN'), ('really', 'RB'), ('feel', 'VB'), ('bad', 'JJ'), ('bout', 'IN'), ('eating', 'VBG'), ('a', 'DT'), ('cheeseburger', 'NN'), ('and', 'CC'), ('a', 'DT'), ('donut', 'NN'), ('for', 'IN'), ('dinner', 'NN'), ('ugh', 'IN'), ('!', '.'), ('i', 'NN'), ('so', 'RB'), ('need', 'JJ'), ('to', 'TO'), ('burn', 'VB'), ('this', 'DT'), ('off', 'RP'), ('tomorrow', 'NN'), ('!', '.'), (':|', 'NN'), ('darn', 'NN'), ('McDonalds', 'NNP'), ('!', '.'), ('!', '.'), ('!', '.')]",0
1932332597,"[('oh', 'UH'), ('my', 'PRP$'), ('gooooooodness', 'NN'), ('!', '.'), ('!', '.'), ('!', '.'), ('the', 'DT'), ('cavs', 'JJ'), ('down', 'RP'), ('3-1', 'JJ'), ('!', '.'), ('!', '.')]",0
1982348564,"[('I', 'PRP'), ('would', 'MD'), ('have', 'VB'), ('bet', 'VBN'), ('a', 'DT'), ('hundred', 'CD'), ('bucks', 'NNS'), ('it', 'PRP'), ('would', 'MD'), ('b', 'VB'), ('Cleveland', 'NNP'), ('&', 'CC'), ('amp', 'NN')]",0
2070393327,"[('twitter', 'NN'), ('top', 'JJ'), ('trends', 'NNS'), ('pisses', 'NNS'), ('me', 'PRP'), ('off', 'RP'), ('.', '.'), ('Oprah', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('other', 'JJ'), ('tv', 'NN'), ('celebs', 'NNS'), ('totally', 'RB'), ('ruined', 'VBD'), ('twitters', 'NNS'), ('vibe', 'NNS'), ('.', '.')]",0
2250870150,"[('I', 'PRP'), ('haaattte', 'VBP'), ('hayfever', 'RB'), ('.', '.'), ('Piriton', 'NNP'), (',', ','), ('claritin', 'NN'), ('and', 'CC'), ('antihistamines', 'NNS'), ('seem', 'VBP'), ('to', 'TO'), ('not', 'RB'), ('make', 'VB'), ('any', 'DT'), ('difference', 'NN')]",0
1680198701,"[('The', 'DT'), ('people', 'NNS'), ('here', 'RB'), ('in', 'IN'), ('Argentina', 'NNP'), ('say', 'VBP'), ('Obama', 'NNP'), ('will', 'MD'), ('be', 'VB'), ('the', 'DT'), ('next', 'JJ'), ('JFK', 'NNP'), ('...', ':'), ('it', 'PRP'), ('is', 'VBZ'), ('very', 'RB'), ('bad', 'JJ'), ('but', 'CC'), ('is', 'VBZ'), ('the', 'DT'), ('sad', 'JJ'), ('truth', 'NN'), ('...', ':')]",0
2188709688,"[('Headache', 'NNP'), (',', ','), ('bed', 'NN'), (',', ','), ('work', 'NN'), ('in', 'IN'), ('the', 'DT'), ('morning', 'NN'), (',', ','), ('then', 'RB'), ('busy', 'JJ'), ('all', 'DT'), ('day', 'NN'), ('tomorrow', 'NN'), ('.', '.')]",0
1981120647,"[('u', 'NN'), ('were', 'VBD'), ('right', 'JJ'), ('about', 'IN'), ('lastnites', 'NNS'), ('game', 'NN'), ('damn', 'NN'), ('i', 'NN'), ('still', 'RB'), ('love', 'VB'), ('Lebron', 'NNP'), ('!', '.'), ('lol', 'NN')]",0
2182725318,"[('England', 'NNP'), ('are', 'VBP'), ('rubbish', 'JJ'), ('.', '.'), ('Wrong', 'JJ'), ('captain', 'NN'), ('.', '.'), ('Wrong', 'JJ'), ('selection', 'NN'), ('.', '.'), ('Only', 'RB'), ('2', 'CD'), ('batsmen', 'NNS'), ('.', '.'), ('Jimmy', 'NNP'), ('Anderson', 'NNP'), ('was', 'VBD'), ('awful', 'JJ'), ('.', '.'), ('Gutted', 'VBN'), ('.', '.')]",0
1467930017,"[('stuck', 'VBN'), ('at', 'IN'), ('home', 'NN')]",0
2175776911,"[('ohhh', 'NN'), ('?', '.'), ('?', '.'), ('?', '.'), ('That', 'IN'), ('bad', 'JJ'), ('huh', 'NN'), ('u', 'NN'), ('still', 'RB'), ('got', 'VBD'), ('pink', 'NNS'), ('in', 'IN'), ('your', 'PRP$'), ('hair', 'NN'), ('where', 'WRB'), ('you', 'PRP'), ('working', 'VBG'), ('?', '.'), ('?', '.')]",0
2188783186,"[('06:38', 'CD'), ('to', 'TO'), ('London', 'NNP'), ('Liverpool', 'NNP'), ('Street', 'NNP'), ('.', '.'), ('A', 'NNP'), ('bit', 'NN'), ('of', 'IN'), ('time', 'NN'), ('to', 'TO'), ('sort', 'VB'), ('my', 'PRP$'), ('photographs', 'NN'), ('and', 'CC'), ('to', 'TO'), ('start', 'VB'), ('reading', 'VBG'), ('Dot', 'NNP'), ('Robot', 'NNP'), ('.', '.'), (""Didn't"", 'NNP'), ('find', 'VBP'), ('time', 'NN'), ('for', 'IN'), ('a', 'DT'), ('coffee', 'NN')]",0
2198021691,"[('Sadly', 'RB'), (',', ','), ('Obama', 'NNP'), ('is', 'VBZ'), ('the', 'DT'), ('later', 'NN')]",0
2204513867,"[('I', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('gone', 'VBN'), ('to', 'TO'), ('see', 'VB'), ('you', 'PRP'), ('in', 'IN'), ('london', 'NN'), ('!', '.')]",0
2001056928,"[('cold', 'NN'), ('!', '.'), ('!', '.'), ('!', '.'), ('?', '.'), ('?', '.'), ('?', '.'), ('Here', 'RB'), ('in', 'IN'), ('London', 'NNP'), (""it's"", 'VBP'), ('been', 'VBN'), ('awful', 'JJ'), ('.', '.'), ('We', 'PRP'), ('get', 'VBP'), ('a', 'DT'), ('humid', 'NN'), ('sticky', 'JJ'), ('heat', 'NN'), ('.', '.'), ('Not', 'RB'), ('great', 'JJ'), ('to', 'TO'), ('work', 'VB'), ('in', 'IN')]",0
2204488979,"[(""It's"", 'NNP'), ('very', 'RB'), ('handy', 'RB'), ('but', 'CC'), ('unfortunately', 'RB'), ('it', 'PRP'), ('appears', 'VBZ'), ('to', 'TO'), ('have', 'VB'), ('borked', 'VBN'), ('my', 'PRP$'), ('Facebook', 'NN'), ('status', 'NN'), ('column', 'NN')]",0
1468014571,"[('Work', 'NNP'), ('laptop', 'NN'), ('is', 'VBZ'), ('officially', 'RB'), ('dead', 'JJ'), ('..', 'MD'), ('Not', 'RB'), ('happy', 'VB'), ('at', 'IN'), ('all', 'DT'), ('..', 'NN')]",0
1467837888,"[(""it's"", 'NN'), ('overrated', 'VBD')]",0
1999578367,"[('Tyler', 'NNP'), ('Perry', 'NNP'), ('was', 'VBD'), ('a', 'DT'), ('first', 'JJ'), ('time', 'NN'), ('voter', 'NN'), ('?', '.'), ('...', ':'), ('Australia', 'NNP'), ('is', 'VBZ'), ('wayyyy', 'JJ'), ('behind', 'IN'), ('in', 'IN'), ('Oprah', 'NNP'), ('eps', 'NNS'), ('.', '.')]",0
1976978005,"[('i', 'NN'), ('guess', 'NN'), (""it's"", 'NN'), ('over', 'IN'), ('for', 'IN'), ('the', 'DT'), ('cavs', 'NN'), ('...', ':')]",0
1467894749,"[('wishing', 'VBG'), ('i', 'NN'), ('was', 'VBD'), ('home', 'RB'), ('underneath', 'JJ'), ('my', 'PRP$'), ('covers', 'NNS')]",0
2016118429,"[('Sweet', 'NNP'), ('.', '.'), ('No', 'NNP'), ('better', 'RB'), ('game', 'NN'), ('to', 'TO'), ('be', 'VB'), ('able', 'JJ'), ('to', 'TO'), ('play', 'VB'), ('anywhere', 'RB'), ('than', 'IN'), ('that', 'DT'), ('.', '.'), ('Too', 'NNP'), ('bad', 'JJ'), ('I', 'PRP'), (""don't"", 'VBP'), ('have', 'VB'), ('my', 'PRP$'), ('PSP', 'NNP'), ('on', 'IN'), ('me', 'PRP'), ('today', 'NN'), ('.', '.')]",0
1558591211,"[('My', 'PRP$'), ('carelessness', 'NN'), ('led', 'VBD'), ('to', 'TO'), ('wiping', 'VBG'), ('out', 'RP'), ('all', 'DT'), ('contacts', 'NNS'), ('on', 'IN'), ('my', 'PRP$'), ('iPhone', 'NN')]",0
2057317515,"[('Urgh', 'NNP'), ('damn', 'NN'), ('hayfever', 'NN'), ('my', 'PRP$'), ('eyes', 'NNS'), ('are', 'VBP'), ('soooo', 'JJ'), ('itchy', 'NN'), ('.', '.'), ('*', 'CC'), ('rubs', 'JJ'), ('eye', 'NN'), ('madly', 'RB'), ('*', 'VBD')]",0
1468006137,"[('Wrote', 'NNP'), ('exactly', 'RB'), ('three', 'CD'), ('lines', 'NNS'), ('of', 'IN'), ('dialogue', 'NN'), ('tonight', 'NN'), (',', ','), ('then', 'RB'), ('gave', 'VBD'), ('up', 'RP'), ('.', '.')]",0
2204666389,"[('Maybe', 'RB'), ('eating', 'VBG'), ('McDonalds', 'NNP'), (',', ','), ('downing', 'VBG'), ('a', 'DT'), ('sherbet', 'NN'), ('fountain', 'NN'), ('&', 'CC'), ('amp', 'NN')]",0
1973089933,"[('Stressed', 'VBN'), ('...', ':'), ('Headache', 'NNP'), ('...', ':'), ('Stressed', 'VBD')]",0
1982967985,"[(""It's"", 'NNP'), ('no', 'RB'), ('longer', 'RB'), ('sunny', 'VB'), ('in', 'IN'), ('Seattle', 'NNP'), ('.', '.')]",0
1468056316,"[(""I'm"", 'NNP'), ('doing', 'VBG'), ('my', 'PRP$'), ('homework', 'NN'), ('.', '.'), (""It's"", 'NNP'), ('gosh', 'NN'), ('darn', 'NN'), ('hard', 'JJ'), ('!', '.'), ('!', '.')]",0
1980316231,"[('Wee', 'NNP'), ('man', 'NN'), ('is', 'VBZ'), ('away', 'RB'), ('to', 'TO'), ('Englandshire', 'NNP'), ('with', 'IN'), ('Gran', 'NNP'), ('and', 'CC'), ('Grandad', 'NNP'), ('.', '.'), (""That'll"", 'NNP'), ('be', 'VB'), ('me', 'PRP'), ('lost', 'VBN'), ('for', 'IN'), ('the', 'DT'), ('rest', 'NN'), ('of', 'IN'), ('the', 'DT'), ('week', 'NN'), ('.', '.')]",0
1680347120,"[('mcdonalds', 'NNS'), ('with', 'IN'), ('my', 'PRP$'), ('litto', 'JJ'), ('sis', 'NN'), ('aka', 'NN'), ('cuzin', 'NN'), ('lol', 'NN'), ('cristyyyyy', 'NN')]",4
1835259469,"[('Love', 'NNP'), ('your', 'PRP$'), ('new', 'JJ'), ('cards', 'NNS'), ('!', '.'), ('I', 'PRP'), ('would', 'MD'), ('definitely', 'RB'), ('hire', 'VB'), ('you', 'PRP')]",4
1983068285,"[('that', 'WDT'), ('was', 'VBD'), ('one', 'CD'), ('of', 'IN'), ('the', 'DT'), ('most', 'RBS'), ('enjoyable', 'JJ'), ('experiences', 'NNS'), (""I've"", 'NNP'), ('had', 'VBD'), ('on', 'IN'), ('YouTube', 'NNP'), ('.', '.'), ('Well', 'NNP'), ('done', 'VBN')]",4
1559842363,"[('Dallas', 'NNP'), ('vegas', 'NN'), ('goodness', 'NN')]",4
1999078293,"[('Hey', 'NNP'), ('I', 'PRP'), ('luv', 'VBP'), ('this', 'DT'), ('pic', 'NN'), ('!', '.'), ('!', '.'), ('!', '.'), ('was', 'VBD'), ('amazing', 'VBG'), ('of', 'IN'), ('the', 'DT'), ('last', 'JJ'), ('CHAT', 'NNP'), ('of', 'IN'), ('The', 'DT'), ('JB', 'NNP'), ('in', 'IN'), ('FACEBOOK', 'NNP'), ('!', '.')]",4
2053185460,"[('yuuuup', 'NN'), ('!', '.'), ('9', 'CD'), ('miles', 'NNS'), (""it's"", 'RB'), ('for', 'IN'), ('cancer', 'NN'), ('!', '.'), ('for', 'IN'), ('a', 'DT'), ('good', 'JJ'), ('deed', 'NN'), ('!', '.')]",4
1565998071,"[(""I'am"", 'NNP'), ('in', 'IN'), ('love', 'NN'), ('with', 'IN'), ('Taylor', 'NNP'), (""Swift's"", 'NNP'), ('&', 'CC'), ('quot', 'NN')]",4
2190562741,"[('Had', 'VBD'), ('a', 'DT'), ('piece', 'NN'), ('of', 'IN'), ('fried', 'JJ'), ('chicken', 'NN'), (',', ','), ('some', 'DT'), ('PSP', 'NNP'), ('luv', 'NNS'), ('and', 'CC'), ('now', 'RB'), ('off', 'IN'), ('to', 'TO'), ('bed', 'NN'), ('.', '.')]",4
